Arunprabhu Kandasamy                              	         4	lp-wan (4)
Julien Catalano                                   	         4	lp-wan (4)
Philip Christian                                  	         4	lsr (4)
Alankar Sharma                                    	         4	lsr (3), rift (1)
Hannes Gredler                                    	         4	lsr (4)
Muthu Arul Mozhi Perumal                          	         4	lsr (4)
Qiufang Ma                                        	         4	netmod (2), lsr (1), netconf (1)
Alexander Okonnikov                               	         4	lsr (4)
David Wiggins                                     	         4	manet (4)
Maxime Piraux                                     	         4	masque (2), quic (2)
Christian Grothoff                                	         4	medup (3), secdispatch (1)
Cas Cremers                                       	         4	mls (4)
Anil Kumar Vengalil                               	         4	multipathtcp (4)
Olof Hagsand                                      	         4	netconf (4)
Jeffrey Ladouceur                                 	         4	netconf (4)
William Lupton                                    	         4	netmod (2), opsawg (1), tls-reg-review (1), tools-discuss (1)
Xueyuan Sun                                       	         4	nmrg (4)
Kohei Shiomoto                                    	         4	nmrg (4)
Christer Weinigel                                 	         4	ntp (4)
Pedro Igor Silva                                  	         4	oauth (4)
Nikos Fotoiu                                      	         4	oauth (4)
Justus Winter                                     	         4	openpgp (4)
Roelof DuToit                                     	         4	opsec (4), tls (4)
Cyril Margaria                                    	         4	pce (4)
Colby Barth                                       	         4	pce (4)
Quintin Zhao                                      	         4	pce (2), teas (2)
Gangadhara Reddy Chavva                           	         4	pim (4)
Michele Orrù                                      	         4	privacy-pass (4)
Florentin Rochet                                  	         4	quic (4)
Will Hawkins                                      	         4	quic-issues (4)
Baptiste Jonglez                                  	         4	quic-issues (4)
Jessica Fitzgerald-McKay                          	         4	sacm (3), rats (1)
Thomas Gräupl                                     	         4	raw (4)
Xavier Vilajosana                                 	         4	raw (4)
Maurizio Martinelli                               	         4	regext (4)
Bruno Rijsman                                     	         4	rift (4)
Konrad Iwanicki                                   	         4	roll (4)
Rabi Narayan Sahoo                                	         4	roll (4)
Jim Malloy                                        	         4	rum (4)
Scott G. Kelly                                    	         4	secdir (4)
Chris M. Lonvick                                  	         4	secdir (4)
Øyvind Rønningstad                                	         4	suit (4)
Ashutosh Srivastava                               	         4	tcpprague (4)
Dave Sinicrope                                    	         4	teas (4)
Felipe Garrido                                    	         4	tram (4)
Tom Henderson                                     	         4	tsvwg (4)
Eld Maj-Britt Olmuetz Zierau                      	         4	urn (4)
Alejandro D'Egidio                                	         4	v6ops (4)
Roger Price                                       	         4	xml2rfc (4)
Ed Juskevicius                                    	         3	107attendees (2), add (1)
Praneet Kaur                                      	         3	ietf-community-india (2), 108attendees (1)
Hudson Ayers                                      	         3	6lo (3)
S.V.R Anand                                       	         3	6lo (3)
Catherine Meadows                                 	         3	last-call (3), secdir (3), 6lo (1), dnsop (1), spasm (1)
Abdulkadir Karaagac                               	         3	6tisch (3)
Daniel McCarney                                   	         3	spasm (2), acme (1)
Jacob Hoffman-Andrews                             	         3	acme (3)
Alec Muffett                                      	         3	add (3)
Arnaud Taddei                                     	         3	add (1), opsec (1), smart (1), tls (1)
Brett Carr                                        	         3	add (1), dns-privacy (1), doh (1)
Yunfei Zhang                                      	         3	alto (3)
Deng Lingli                                       	         3	netmod (2), alto (1)
Michael H. Behringer                              	         3	anima (3)
Scott W. Brim                                     	         3	architecture-discuss (2), ietf (1)
Cedric Westphal                                   	         3	icnrg (2), architecture-discuss (1)
Olaf Kolkman                                      	         3	architecture-discuss (2), dnsop (1)
Paul Jensen                                       	         3	art (2), pearg (1)
Herbert Van de Sompel                             	         3	httpapi (2), art (1)
Milan                                             	         3	t2trg (3), asdf (2)
Bruce Nordman                                     	         3	asdf (2), t2trg (2), iot-directorate (1)
Antonin Descampe                                  	         3	avt (3)
Martin Pettersson                                 	         3	avt (3)
Gabriel Kerneis                                   	         3	babel (3), rtg-dir (1)
Patrice Brissette                                 	         3	bess (3)
Ravi Singh                                        	         3	bess (3), rtg-dir (3), last-call (1)
Sam Aldrin                                        	         3	bess (2), idr (2)
Parag Jain                                        	         3	bess (3), mpls (1)
Christian Schmutzer                               	         3	pals (3), bess (1)
Arvind Venkateswaran                              	         3	bess (1), pim (1), spring (1)
Ehsan Hemmati                                     	         3	bess (1), pim (1), spring (1)
Suneesh Babu                                      	         3	bier (2), igmp-mld-bis (1)
Nils Warnke                                       	         3	bier (3)
Vratko Polák                                      	         3	bmwg (3)
Raphael Vicente Rosa                              	         3	bmwg (3)
Cyrus Daboo                                       	         3	calsify (2), jcardcal (1)
Heng Liu                                          	         3	captive-portals (3)
Qilei Wang                                        	         3	ccamp (2), pce (1)
Scott Arciszewski                                 	         3	cfrg (3)
Michael Scott                                     	         3	cfrg (3)
Kevin Jacobs                                      	         3	tls (2), cfrg (1)
Stefan-Lukas Gazdag                               	         3	cfrg (3)
Terry Manderson                                   	         3	chirp (2), ietf (1)
Josh Howlett                                      	         3	emu (3), core (1)
Stefan Hristozov                                  	         3	cose (2), lake (1)
Simo Sorce                                        	         3	curdle (2), kitten (1)
Henrik Austad                                     	         3	detnet (3)
Rodney Cummings                                   	         3	detnet (2), netmod (1)
Lin He                                            	         3	dhcwg (3)
Tomek Mrugalski                                   	         3	dhcwg (3)
Roger Marks                                       	         3	dhcwg (2), ieee-ietf-coord (1)
Steve Atkins                                      	         3	dmarc (1), ietf-dkim (1), ietf-smtp (1)
Rolf Sonneveld                                    	         3	dmarc (2), emailcore (1)
Peter Koch                                        	         3	dns-privacy (1), eligibility-discuss (1), regext (1)
Matt Larson                                       	         3	dnsop (3)
Stephen Morris                                    	         3	dnsop (3)
Marek Majkowski                                   	         3	dnsop (3)
Yasuaki Morita                                    	         3	dots (3)
Simon Perreault                                   	         3	dtn (2), vcarddav (1)
Vinayak Hegde                                     	         3	edu-team (1), ietf (1), manycouches (1)
David B. Nelson                                   	         3	emu (3), spasm (3)
Steve Hanna                                       	         3	secdir (3), emu (1), ippm (1), last-call (1), sfc (1)
Lyndon Nerenberg                                  	         3	ietf (2), extra (1)
Francis Dupont                                    	         3	gen-art (3), last-call (1), tsvwg (1)
Martijn Schmidt                                   	         3	grow (3)
Weihing Wu                                        	         3	hackathon (3)
Juliana Guerra                                    	         3	hrpc (2), pearg (1)
Farzaneh Badiei                                   	         3	hrpc (3)
Bradford Lassey                                   	         3	pearg (2), httpbisa (1)
Gabriel Lopez-Millan                              	         3	i2nsf (3), last-call (3), secdir (1), yang-doctors (1)
Fernando Pereniguez-Garcia                        	         3	i2nsf (3), ipsec (3), last-call (3)
Kevin (Yudong) Yang                               	         3	iccrg (3), tcpm (3)
Yinghua Li                                        	         3	icnrg (3), nwcrg (1)
Jeff Burke                                        	         3	icnrg (3)
Ruidong Li                                        	         3	qirg (2), icnrg (1)
Matthias Wählisch                                 	         3	sidrops (2), icnrg (1)
Christian Tschudin                                	         3	icnrg (3)
Jun Hu                                            	         3	idr (3)
John Kristoff                                     	         3	idr (1), ietf (1), mboned (1)
Ahmed El Sawaf                                    	         3	idr (2), spring (1)
Eugene Bogomazov                                  	         3	idr (3)
Luuk Hendriks                                     	         3	sidrops (2), idr (1)
Jonathan Hardwick                                 	         3	idr (2), rtg-dir (2), pce (1)
Roberta Maglione                                  	         3	sfc (2), ietf (1)
Jon Crowcroft                                     	         3	mboned (2), ietf (1), lwip (1)
Martin Dolly                                      	         3	ietf (1), stir (1), tsvwg (1)
Ben Laurie                                        	         3	saag (2), ietf (1)
Alia Atlas                                        	         3	ietf (1), manycouches (1), mpls (1)
Francesco Gennai                                  	         3	ietf-822 (3)
cloos                                             	         3	ietf-smtp (3)
Yihao Jia                                         	         3	int-area (3)
Hongwei Yang                                      	         3	ippm (3)
Tore Anderson                                     	         3	ipv6 (3)
Roland van Rijswijk-Deij                          	         3	maprg (2), irtf-announce (1)
Park Jung-Soo                                     	         3	its (3)
Zeung Il Kim                                      	         3	its (3)
John Kenney                                       	         3	its (3)
René Cordier                                      	         3	jmap (3)
Benoit Tellier                                    	         3	jmap (3)
Stefan Hagen                                      	         3	jsonpath (2), json (1)
Dr. David W. Chadwick                             	         3	jwt-reg-review (2), pkix (1)
Asmus Freytag                                     	         3	lager (3)
Robert Cragie                                     	         3	lake (3)
Marc Portoles-Comeras                             	         3	lisp (3)
Lorand Jakab                                      	         3	lisp (3)
Mitchell Erblich                                  	         3	lsr (3)
Yi Yang                                           	         3	lsr (3)
ANIL KUMAR S N                                    	         3	lsr (3)
Alex Galis                                        	         3	nmrg (2), lwip (1)
David Oliver                                      	         3	pearg (2), masque (1)
tathagata nandy                                   	         3	pim (3), mboned (1)
Amy Guy                                           	         3	media-types (3)
Franziskus Kiefer                                 	         3	sframe (2), mls (1)
Qingsi Wang                                       	         3	mmusic (3)
Matthew Stock                                     	         3	mops (3)
Renan Krishna                                     	         3	mops (3)
Tim Carey                                         	         3	netconf (2), opsawg (1)
Pierre Francois                                   	         3	netconf (3)
Walter Cerroni                                    	         3	nmrg (3)
Thomast Peterson                                  	         3	ntp (3)
Professor David L. Mills                          	         3	ntp (3)
Shenghao Yang                                     	         3	nwcrg (3)
Bruno Brito                                       	         3	oauth (3)
Andreas Falk                                      	         3	oauth (3)
Colin Doyle                                       	         3	opsawg (3)
Scott Rose                                        	         3	opsawg (3)
Tobias Mayer                                      	         3	opsec (3), tls (1)
Luc-Fabrice Ndifor                                	         3	pce (3)
David Turner                                      	         3	pearg (3)
Axel Dahlberg                                     	         3	qirg (3)
Kevinsisco                                        	         3	quic (3)
Philipp S. Tiesel                                 	         3	taps (2), quic-issues (1)
Jeremy O'Donoghue                                 	         3	rats (2), teep (1)
Martin Casanova                                   	         3	regext (3)
Yuying Chen                                       	         3	regext (3)
Richard Wilhelm                                   	         3	regext (3)
Gavin Brown                                       	         3	regext (3)
Mariano Scazzariello                              	         3	rift (3)
Manav Bhatia                                      	         3	rtg-bfd (3)
Liu Aihua                                         	         3	spring (2), rtg-bfd (1)
Daniel Van Geest                                  	         3	saag (1), secdispatch (1), tls (1)
Matt Domsch                                       	         3	scim (3)
Maksym Sobolyev                                   	         3	sipcore (3)
Pierce Gorman                                     	         3	sipcore (2), stir (1)
Piotr Gregor                                      	         3	stir (3)
Koen Zandberg                                     	         3	suit (3)
Deepak Kumaraswamy                                	         3	tcpprague (3)
Nicolae Paladi                                    	         3	teep (3)
Raja Ashok V K                                    	         3	tls (3)
Amy K. Vezza                                      	         3	wgchairs (2), tools-development (1)
Anthony Minessale                                 	         3	v3 (3)
Sonia Compans                                     	         3	wellknown-uri-review (3)
Abdel rahman Nji panso mounchili                  	         2	107attendees (1), ietf (1)
Muhammad waseem Akhtar                            	         2	107attendees (2)
Mohammad Faisal                                   	         2	107attendees (1), ietf (1), recentattendees (1)
Darshak Thakore                                   	         2	108attendees (1), media-types (1)
சிவசுப்பிரமணியன் முத்துசாமி                       	         2	108attendees (1), dnsop (1)
K Mohan Raidu                                     	         2	108attendees (2)
Mihail Yanev                                      	         2	109attendees (2)
Seyed Mahdi Darroudi                              	         2	6lo (2)
Jianqiang Hou                                     	         2	6lo (2)
Yasuyuki Tanaka                                   	         2	6tisch (2)
Chuck Mortimore                                   	         2	ace (1), cwt-reg-review (1)
Rob Stradling                                     	         2	acme (2)
Bob Sleigh                                        	         2	add (2)
Gianpaolo A Scalone                               	         2	add (2)
Kevin J. Ma                                       	         2	cdni (2), alto (1)
Hans Seidel                                       	         2	alto (2)
Gang Li                                           	         2	alto (2)
Wendy Roome                                       	         2	alto (2)
Bing Liu                                          	         2	anima (2)
Thomas Werner                                     	         2	anima (2)
Feng Yang                                         	         2	apn (2)
Shuai Zhang                                       	         2	apn (2)
Frode Sorensen                                    	         2	apn (2), architecture-discuss (2), network-tokens (2)
Lizhong Jin                                       	         2	apn (2), architecture-discuss (1), ipv6 (1), network-tokens (1)
Heiner Hummel                                     	         2	architecture-discuss (2)
Takahiro Nemoto                                   	         2	architecture-discuss (1), i18n-discuss (1), precis (1)
Scott Shenker                                     	         2	architecture-discuss (2)
Sávyo Morais                                      	         2	architecture-discuss (2), iotops (2)
Victor Demjanenko                                 	         2	avt (2), secdir (2), ietf (1)
Roger Marshall                                    	         2	avt (1), ecrit (1)
Teco Boot                                         	         2	babel (2)
Margaret Cullen                                   	         2	babel (1), trill (1)
Rob Evans                                         	         2	behave (1), ietf (1)
Kesavan Thiruvenkatasamy                          	         2	bess (1), pim (1)
Senthil Sathappan                                 	         2	bess (2)
Brian Walsh                                       	         2	bess (2)
Eric C. Rosen                                     	         2	bess (2)
Ayan Banerjee                                     	         2	bess (1), idr (1)
Samer Salam                                       	         2	bess (2)
David Carrel                                      	         2	bess (2)
Clayton Hassen                                    	         2	bess (1), spring (1)
Dongling Duan                                     	         2	bess (2)
Yuanchao Su                                       	         2	bess (1), spring (1)
Zhuangzhuang Qin                                  	         2	bier (1), spring (1)
Andrew Dolganow                                   	         2	bier (2)
Simon Edwards                                     	         2	bmwg (2)
sudhin jacob                                      	         2	bmwg (2)
Ryan Gunter                                       	         2	calsify (2)
Bin-Yeong Yoon                                    	         2	ccamp (2)
Zheng Yanlei                                      	         2	ccamp (1), teas (1)
Victor Lopez                                      	         2	ccamp (1), opsawg (1)
Esther Le Rouzic                                  	         2	ccamp (2)
Yuji Tochio                                       	         2	ccamp (1), teas (1)
Kenny Paterson                                    	         2	cfrg (2)
Henry B. Hotz                                     	         2	cfrg (2)
Denis Kolegov                                     	         2	cfrg (2)
Marek Jankowski                                   	         2	cfrg (2)
Nick Mathewson                                    	         2	cfrg (2)
Mat Ford                                          	         2	cfrg (1), icnrg (1)
Kai Mindermann                                    	         2	cfrg (2)
Ina Berenice Fink                                 	         2	coin (2)
Alan Soloway                                      	         2	core (2)
Jürgen Schmitt                                    	         2	detnet (2)
Kingshuk Mandal                                   	         2	detnet (2)
Norman Finn                                       	         2	detnet (2)
Yannis Nikolopoulos                               	         2	v6ops (2), dhcwg (1)
Chris Newman                                      	         2	dispatch (1), uta (1)
Philip M. Williams                                	         2	dispatch (1), ietf (1)
Myles Borins                                      	         2	dispatch (2), i18ndir (1)
Timothy Panton                                    	         2	dispatch (2), sframe (1)
Hannu Aronsson                                    	         2	dmarc (2)
Niall O'Reilly                                    	         2	dnsop (1), v6ops (1)
Eberhard Lisse                                    	         2	dnsop (2)
Ali Hussain                                       	         2	dnsop (1), regext (1)
Daniel Kaiser                                     	         2	dnssd (2)
Manuel                                            	         2	dnssd (2)
Will Ivancic                                      	         2	dtn (1), its (1)
Nobody Nohow                                      	         2	ecrit (2)
Henry Stark                                       	         2	edu-team (1), hackathon (1)
Philip Ginzboorg                                  	         2	emu (2)
Aleksi Peltonen                                   	         2	emu (2)
Menachem Dodge                                    	         2	last-call (2), emu (1), i2nsf (1)
Chi-Jiun Su                                       	         2	etosat (2)
Jörg Deutschmann                                  	         2	etosat (1), iccrg (1), masque (1)
Enrico Francesconi                                	         2	gen-art (1), last-call (1)
Tadahiko Ito                                      	         2	spasm (2), gen-art (1), last-call (1)
M. Daly                                           	         2	geojson (2)
Camilo Cardona                                    	         2	grow (2)
Benson Muite                                      	         2	hackathon (1), rfc-markdown (1)
Nigel Megitt                                      	         2	hls-interest (2)
Piers O'Hanlon                                    	         2	httpbisa (2)
Graham Leggett                                    	         2	httpbisa (2)
Alex Rousskov                                     	         2	httpbisa (2)
Naeem Khademi                                     	         2	iccrg (2)
Marcelo Bagnulo                                   	         2	iccrg (1), tcpm (1)
Huichen Dai                                       	         2	iccrg (1), tsvwg (1)
K. Ramakrishnan                                   	         2	iccrg (1), tsvwg (1)
Alex Afanasyev                                    	         2	icnrg (2)
Kazuhisa Matsuzono                                	         2	icnrg (2), nwcrg (2)
Lotfi Benmohamed                                  	         2	icnrg (2)
Martine Sophie Lenders                            	         2	icnrg (2)
Nandan Saha                                       	         2	idr (2)
Dmitry Afanasiev                                  	         2	idr (1), rift (1)
Andrei Robachevsky                                	         2	idr (2)
Sujian Lu                                         	         2	idr (2)
Liang Ou                                          	         2	idr (2)
Yujia Luo                                         	         2	idr (2)
Tao He                                            	         2	idr (1), rtgwg (1)
Muhammad Durrani                                  	         2	idr (1), spring (1)
William McCall                                    	         2	idr (2)
Stan O. Barber                                    	         2	ietf (2)
Ben Ramsey                                        	         2	ietf (2)
Jonne Soininen                                    	         2	ietf (2)
Philipp Hancke                                    	         2	ietf (1), rtcweb (1)
Jeff Hodges                                       	         2	ietf (1), oauth (1)
Ralph Droms                                       	         2	ietf (1), opsawg (1)
ADARSH                                            	         2	ietf-community-india (2)
Andy Smith                                        	         2	int-area (1), last-call (1), mpls (1), rtg-dir (1)
Jack Visoky                                       	         2	iot-directorate (1), tls-reg-review (1)
Riccardo Sisto                                    	         2	ippm (1), ipv6 (1)
Justin Iurman                                     	         2	ippm (1), ippm-ioam-ix-dt (1)
Tobias Brunner                                    	         2	ipsec (2)
Florian Obser                                     	         2	ipv6 (2)
Antonio Cianfrani                                 	         2	ipv6 (1), spring (1)
Feng Zhao                                         	         2	ipv6 (1), spring (1)
Kenneth Vaughn                                    	         2	isms (2)
Seph Gentle                                       	         2	jmap (2)
Ulysse Carion                                     	         2	json (1), jsonpath (1)
Jeffrey E. Altman                                 	         2	kitten (2)
Shahid Raza                                       	         2	lake (2)
Paul Wells                                        	         2	lsr (2)
Ning So                                           	         2	lsr (2)
Piotr Strzyżewski                                 	         2	manycouches (2)
Dallas McCall                                     	         2	masque (2)
Chris Lilley                                      	         2	media-types (2)
Eric Prud'hommeaux                                	         2	media-types (2)
Divyank Katira                                    	         2	mls (2)
Sean Byrne                                        	         2	mls (2)
Andrew S                                          	         2	model-t (2), saag (2)
Steve Donovan                                     	         2	modern (1), v3 (1)
Samson Ninan                                      	         2	mpls (2)
Kapil Arora                                       	         2	mpls (2)
Fan Yang                                          	         2	mpls (1), spring (1)
Matthieu Baerts                                   	         2	multipathtcp (2)
Maurice Angermann                                 	         2	netconf (2)
Anton Snitser                                     	         2	netconf (1), teas (1)
LiuYongbo                                         	         2	netmod (2)
Bill Baker                                        	         2	nfsv4 (2)
Thomas Haynes                                     	         2	nfsv4 (2)
Olga Kornievskaia                                 	         2	nfsv4 (2)
Craig Everhart                                    	         2	nfsv4 (2)
Mehdi Bezahaf                                     	         2	nmrg (2)
Heiko Gerstung                                    	         2	ntp (2)
Sanjeev Gupta                                     	         2	ntp (2)
Neta Rozen Schiff                                 	         2	ntp (2)
Emmanuel Lochin                                   	         2	nwcrg (7)
Raymond W. Yeung                                  	         2	nwcrg (2)
Hans Zandbelt                                     	         2	oauth (2)
Thomas Broyer                                     	         2	oauth (2)
Breno de Medeiros                                 	         2	oauth-ext-review (2)
Ángel González                                    	         2	openpgp (2)
brian m. carlson                                  	         2	openpgp (2)
erez segev                                        	         2	opsawg (2)
Massimo Candela                                   	         2	opsawg (2)
Samuel Sidor                                      	         2	pce (2)
Chao Zhou                                         	         2	pce (2)
Harish Sitaraman                                  	         2	rtg-dir (2), pce (1)
Ramakrishnan Cokkanathapuram Sundaram             	         2	pim (2)
Subodh Iyengar                                    	         2	privacy-pass (2)
David Ros                                         	         2	qirg (2)
Marcello Caleffi                                  	         2	qirg (2)
Jan Rüth                                          	         2	quic (2)
Cyrill Krähenbühl                                 	         2	quic (2)
Apostolis K. Salkintzis                           	         2	quic (2)
გიორგი გულბანი                                    	         2	quic (2)
Andy Grover                                       	         2	quic-issues (2)
Daiki Ueno                                        	         2	quic-issues (2)
Alexis La Goutte                                  	         2	quic-issues (2)
Luca Niccolini                                    	         2	quic-issues (2)
William Bellingrath                               	         2	rats (2)
Bin Cao                                           	         2	rats (2)
Lijo Thomas                                       	         2	raw (2)
Nils Mäurer                                       	         2	raw (2)
Andrew Newton                                     	         2	regext (1), sidrops (1)
BenChong Xu                                       	         2	rift (2)
Tommaso Caiazzi                                   	         2	rift (2)
Sonal Agarwal                                     	         2	rtg-bfd (1), spring (1)
Morteza Ansari                                    	         2	scim (1), wgchairs (1)
Jiang Wenying                                     	         2	spring (2)
Ilya Varlashkin                                   	         2	spring (2)
Adrian L. Shaw                                    	         2	suit (2)
Zaheduzzaman Sarker                               	         2	taps (2)
Anna Brunstrom                                    	         2	taps (1), tsvwg (1)
Matt Hartley                                      	         2	teas (2)
Fabio Peruzzini                                   	         2	teas (2)
Xueyan Song                                       	         2	teas (2)
Dave Wheeler                                      	         2	teep (2)
Darin Pettis                                      	         2	tls (2)
Stefano Faccin                                    	         2	tm-rid (2)
David M. Täht                                     	         2	tsvwg (2)
Karl-Johan Grinnemo                               	         2	tsvwg (2)
Claudio Porfiri                                   	         2	tsvwg (2)
Lars G. Svensson                                  	         2	urn (2)
Ralph Holz                                        	         2	uta (2)
Alan Frindell                                     	         2	webtransport (2)
Yutaka Hirano                                     	         2	webtransport (2)
Daniel Ehrenberg                                  	         2	wpack (2)
Jean Quilbeuf                                     	         2	yang-doctors (2)
Ibrahim Khalil                                    	         1	107attendees (1)
Roufique tours                                    	         1	107attendees (1)
Sam Gammon                                        	         1	107attendees (1), manycouches (1)
Patrick Georges                                   	         1	107attendees (1)
Clement Genty                                     	         1	108attendees (1)
Andre B. Bondi                                    	         1	108attendees (1)
Tom Hill                                          	         1	108attendees (1)
Nabeel Omer                                       	         1	109-newcomers (1)
Disna                                             	         1	109attendees (1)
Aeneas Noble                                      	         1	5gangip (1)
Teemu Savolainen                                  	         1	6lo (1)
Michael Spoerk                                    	         1	6lo (1)
Xiaojun Tang                                      	         1	6lo (1)
Gabriel Montenegro                                	         1	6lo (1), 6tisch (1)
Ned Freed                                         	         1	emailcore (27), ietf-smtp (23), dmarc (13), ietf-822 (13), jmap (5), extra (4), wgchairs (4), media-types (3), last-call (2), abnf-discuss (1), art (1), dispatch (1), fdt (1), hackathon (1), manycouches (1), tools-discuss (1)
James Kasten                                      	         1	acme (1)
Erica Portnoy                                     	         1	acme (1)
Carl Mehner                                       	         1	acme (1)
Patrik Wallstrom                                  	         1	acme (1)
Hugh Dixon                                        	         1	add (1)
Paul Adair                                        	         1	add (1)
Nigel Tedeschi                                    	         1	add (1)
Patrick Tarpey                                    	         1	add (1)
Simon Hicks                                       	         1	add (1)
Max Pritikin                                      	         1	anima (1)
Guangpeng Li                                      	         1	anima (1)
Christian Esteve Rothenberg                       	         1	architecture-discuss (1)
Hesham ElBakoury                                  	         1	architecture-discuss (1)
Claudio Allocchio                                 	         1	art (1)
Ram R                                             	         1	asap (1)
Nigel Davis                                       	         1	asdf (1)
Andreas Reisenbauer                               	         1	avt (1)
Simão Ferraz de Campos                            	         1	avt (1)
Tim Bruylants                                     	         1	avt (1)
Ondřej Zajíček                                    	         1	babel (1)
Markus Stenberg                                   	         1	babel (1)
He Jia                                            	         1	babel (1), rtg-dir (1)
Adam Simpson                                      	         1	bess (1)
Avinash Lingala                                   	         1	bess (1)
Samir Thoria                                      	         1	bess (1)
Dante Pacella                                     	         1	bess (1)
Kishore Tiruveedhula                              	         1	bess (1)
Selvakumar Sivaraj                                	         1	bess (1)
Vishal Garg                                       	         1	bess (1)
Vikram Nagarajan                                  	         1	bess (1)
Roberto Oya Luengo                                	         1	bess (1)
Sandy Breeze                                      	         1	bess (1)
Eduard Metz                                       	         1	bess (1)
Lukas Krattiger                                   	         1	bess (1)
Mallik Mudigonda                                  	         1	bess (1)
Kiran Nagaraj                                     	         1	bess (1)
Bernard Sales                                     	         1	bess (1)
Chris Brown                                       	         1	bess (1), pals (1)
Yaakov (J) Stein                                  	         1	bess (1), pals (1)
Dhananjaya Rao                                    	         1	bess (1)
Jayant Kotalwar                                   	         1	bess (1)
Bart Peirens                                      	         1	bess (1)
Shyam Sethuram                                    	         1	bess (1)
Xing Jiang                                        	         1	bess (1)
Tom Kristensen                                    	         1	bfcpbis (1), mmusic (1)
Senthil Dhanaraj                                  	         1	bier (1)
Aetienne Sardon                                   	         1	blockchain-interop (1)
Luke Riley                                        	         1	blockchain-interop (1)
David Newman                                      	         1	bmwg (1)
Carsten Rossenhoevel                              	         1	bmwg (1)
Tim Hare                                          	         1	calsify (1)
Jason Weil                                        	         1	captive-portals (1), homenet (1), int-area (1)
Rolf Winter                                       	         1	captive-portals (1), homenet (1), int-area (1)
Stuart Cheshire                                   	         1	cbor (2), last-call (2), dnssd (1), gen-art (1), tsvwg (1)
Stefan Vallin                                     	         1	ccamp (1)
Xi Li                                             	         1	ccamp (1)
Ricard Vilalta                                    	         1	ccamp (1)
Griseri Enrico                                    	         1	ccamp (1)
Satoru Okamoto                                    	         1	ccamp (1), mpls (1)
Phil Sorber                                       	         1	cdni (1)
Nir Baruch Sopher                                 	         1	cdni (1)
Julia Hesse                                       	         1	cfrg (1)
Andreas Huelsing                                  	         1	cfrg (1)
Jianfei(Jeffrey) HE                               	         1	cfrg (1)
Michel Abdalla                                    	         1	cfrg (1)
Benjamin Lipp                                     	         1	cfrg (1)
Dan Harkins                                       	         1	ietf (30), gendispatch (17), cfrg (7), iot-onboarding (4), saag (4), emu (3), ipsec (2), secdir (2), pkix (1)
Guilin WANG                                       	         1	cfrg (1)
Adam Langley                                      	         1	cfrg (1)
Eduardo Jacob                                     	         1	coin (1)
Joo-Sang Youn                                     	         1	coin (1)
Hirochika Asai                                    	         1	coin (1), tsvwg (1)
Bill Silverajan                                   	         1	core (1)
David Navarro                                     	         1	core (1)
Randy Turner                                      	         1	core (1)
Karen Nielsen                                     	         1	core (1)
Quynh Dang                                        	         1	cose (1)
Vesna Manojlović                                  	         1	covidimpacts-workshop (1)
Tsunekazu Saito                                   	         1	crypto-panel (1)
Dmitry Eremin-Solenikov                           	         1	curdle (1), spasm (1)
Tomonori Takeda                                   	         1	detnet (1), rtg-dir (1)
Ehsan Mohammadpour                                	         1	detnet (1)
Subir Das                                         	         1	detnet (1)
Franz-Josef Goetz                                 	         1	detnet (1)
Jean-Yves Le Boudec                               	         1	detnet (1)
Thomas Haag                                       	         1	dhcwg (1), int-area (1), ipv6 (1), v6ops (1)
Marco Liebsch                                     	         1	dime (1)
Stefan Schmid                                     	         1	din (1)
Shigeya Suzuki                                    	         1	din (1)
Erik Nordmark                                     	         1	din (1)
Mathias Bynens                                    	         1	dispatch (1), i18ndir (1)
Bradley Farias                                    	         1	dispatch (1), i18ndir (1)
Mike Amundsen                                     	         1	dispatch (1)
Wenbo Zhu                                         	         1	dispatch (1)
David Singer                                      	         1	dispatch (1)
Ian Levy                                          	         1	dmarc (1)
Andrew Kennedy                                    	         1	dmarc (1)
Freddie Leeman                                    	         1	dmarc (1)
Jesse Thompson                                    	         1	dmarc (53)
Tim Draegen                                       	         1	dmarc (1)
Masaki Kase                                       	         1	dmarc (1)
Gren Elliot                                       	         1	dmarc (1)
Alwin de Bruin                                    	         1	dmarc (1)
Emil Gustafsson                                   	         1	dmarc (1)
John Kaippallimalil                               	         1	dmm (1)
Jean-Michel Combes                                	         1	dns-privacy (1), int-dir (1), last-call (1)
Robin Geuze                                       	         1	dns-privacy (1)
Brian Hartvigsen                                  	         1	dns-privacy (1)
Frederico Neves                                   	         1	dnsop (1)
Anthony Eden                                      	         1	dnsop (1)
Richard Gibson                                    	         1	dnsop (1)
Linus Nordberg                                    	         1	dnsop (1)
Jacques Latour                                    	         1	dnsop (1)
M. Groeneweg                                      	         1	dnsop (1)
Matthew Pounsett                                  	         1	dnsop (1)
Bob Halley                                        	         1	dnssd (1), int-dir (1), last-call (1)
Prashanth Patil                                   	         1	dots (1)
Nik Teague                                        	         1	dots (1)
Ehud Doron                                        	         1	dots (1)
Mike Geller                                       	         1	dots (1)
Takahiko Nagata                                   	         1	dots (1)
Xingwang Zhou                                     	         1	dtn (1), loops (1), nwcrg (1)
Gilbert Clark                                     	         1	dtn (1)
Marius Feldmann                                   	         1	dtn (1)
Michael Smith                                     	         1	ecrit (1)
Christian O'Flaherty                              	         1	edu-team (1)
Mirjam Kuehne                                     	         1	edu-team (1)
Mike English                                      	         1	edu-team (1)
Sandeep Tamrakar                                  	         1	emu (1)
